ID,Description,Entry_ID,Comment,Grammar_Comment,Media_IDs,Semantic_Domain,Synonym,alt_translation2
SN006313,swing to and fro,vavaaiku_1,autocausative,,,motion,,
SN006314,fishing in the deep sea with a fishing line dragged along as the fisherman is paddling the canoe,vavaaiku_2,,,,fishing,,
SN006315,use something for the type of angling called vavaaiku,vavaaiku_ni,,,,fishing,,
SN006316,make someone sick; hurt someone; cause pain,vavaakamisi,,,,body & health,,
SN006317,glitter,vavaakasi,,,,unclassified,,
SN006318,finish somebody or something off; kill one after the other,vavaakavara,,,,unclassified,,
SN006319,have stripes,vavaakirii,,,a460c30f1986081b9d7e5922cd2daa64,colours & patterns,,
SN006320,employ somebody,vavaakiu,,,,social interaction,,
SN006321,put something as a cover somewhere,vavaakopo_1,,,,transfer,,
SN006322,fishing with Cole-lamps,vavaakopo_2,,,e881ef42eb1dac916ee18e32f0b9ae09,fishing,,
SN006323,kind of spinning top game (vabaobao),vavaakopo_3,,,,culture,,
SN006324,make some animals bite some people,vavaakoto,,,,unclassified,,
SN006325,scream?,vavaakuu,,,,body & health,,
SN006326,become friends,vavaamaagee,,,,social interaction,,
SN006327,quite small,vavaamanae,,,,dimensional properties,,
SN006328,let something fly,vavaanaovo,,,b04182ab8f17c8b02dcb8267fc067aa4,transfer,,
SN006329,let something fly in the wind,vavaanaovo_suku,,,b04182ab8f17c8b02dcb8267fc067aa4,transfer,,
SN006330,be big enough,vavaantee,,,,grammar,,
SN006331,make something big enough for somebody,vavaantee_ki,,,,unclassified,,
SN006332,make something big enough,vavaantee_ni,,,,unclassified,,
SN006333,be below someone; be younger than someone,vavaapaana,,,,unclassified,,
SN006334,noisy,vavaapeo,,,aa9fa63aaf018a4d03ad8fd3b0306412,sound,,
SN006335,shoot many times; shoot around,vavaaporo,,,,unclassified,,
SN006336,always irritate someone,vavaareasi,,,,unclassified,,
SN006337,messenger,vavaaree,,,,"communication ; animals, birds",,
SN006338,side,vavaarihi,,,,spatial relations,,
SN006339,teach someone regularly,vavaasikuuru,,,,communication,,
SN006340,practice or celebrate the child-blessing rites,vavaasipoana,,,,culture,,
SN006341,teach,vavaaskul,,,,communication,,
SN006342,killer,vavaasuasun,,,,persons,,
SN006343,fall in love,vavaasuku,,,,emotions,,
SN006344,put up something habitually,vavaasun_1,,,5b185d5d3fad279425b31f464d6ce522 ; 286dbbe4575b9fae74b2abe7330d8d87,transfer,,
SN006345,basket weave pattern used for plaited bamboo walls,vavaasun_2,,,24924bbb45b151642ced375be2d47e31 ; cec1c3bb7248ee9fc9b23758fbae62fb ; 1c4ba2808554b106644a756bdc70ad40,house,,
SN006346,put up nets,vavaasun_kave,,,,transfer,,
SN006347,put up nets to block the way of fish,vavaasun_pina,,,,fishing,,
SN006348,make things stand around something else,vavaasun_taviri,,,5b185d5d3fad279425b31f464d6ce522,transfer,,
SN006349,hopp,vavaasupe,,,,motion,,
SN006350,teach something,vavaasusu_ni,,,,cognition,,
SN006351,trap; catch with a trap,vavaasuu,,,,unclassified,,
SN006352,put something up,vavaataga_hiava,,,,house,,
SN006353,cause many things,vavaatavusu,,,ef2417210cc058ed8125f803dd50f1d3,unclassified,,
SN006354,put something always somewhere,vavaatei,,,,transfer,,
SN006355,put something always somewhere,vavaatii,,,,transfer,,
SN006356,kite,vavaatoa_1,,,b04182ab8f17c8b02dcb8267fc067aa4,tools & weapons,,
SN006357,fish with a kite,vavaatoa_2,,,b04182ab8f17c8b02dcb8267fc067aa4,fishing,,
SN006358,stick many things somewhere,vavaatopo,,,,transfer,,
SN006359,firewood-collecting (part of the traditional marriage arrangement),vavaaubi,,,,culture,,
SN006360,travel,vavaavihi,,,,motion,,
SN006361,travel everywhere,vavaavihi_binubinu,,,ca814728238becc28bfba98825173cff,motion,,
SN006362,spiderweb,vavaaviru,,,3b80f7666bde8b730135b0013b8c782c,"animals, unclassified",,
SN006363,sell regularly,vavaavon_ni,,,,economics,,
SN006364,breathe,vavaavuriha,,,cd6155186577dd63a009ba883f024b88 ; aa470f5dc461080221e45dd53a9c38eb,body & health,,
SN006365,call many people,vavadadao,,,,communication,,
SN006366,rocky place; rocky desert,vavaeana,,,,environment,,
SN006367,little; tiny (pl.),vavahara,,,,dimensional properties,,
SN006368,be married; get married,vavahio,,,,kinship,,
SN006369,talk to each other,vavahutate,,,,communication,,
SN006370,shoot about,vavanavana,,,,unclassified,,
SN006371,be friends with,vavanoasi_1,,,,social interaction,,
SN006372,"friendship, friendly relationship between two clans or subclans that is established by a ceremony",vavanoasi_2,,,,culture,,
SN006373,lay something somewhere many times,vavaobete,,,,transfer,,
SN006374,be loud,vavarahana,,,,sound,,
SN006375,hide (for some time or habitually),vavaravihi_1,,,,unclassified,,
SN006376,secretly,vavaravihi_2,,,,unclassified,,
SN006377,promiscuously,vavarevaren,,,,social interaction,,
SN006378,dry something in the sun,vavaroava,,,,unclassified,,
SN006379,respect something; pay something high respect,vavasisio_ni,,,,culture,,
SN006380,get together regularly,vavatataonun,,,,social interaction,,
SN006381,(of a group of people or animals) walk around; travel around,vavataviri,,,,motion,,
SN006382,grow many branches,vavehuvehu,,,b1740f5d837c7fda8317dbf4c91af812,growth ; plants,,
SN006383,weakly,vavenevene,,,,physical properties,,
SN006384,shed one's skin,vavenu,,,,"animals, reptiles",,
SN006385,sway,vaverevere,,,,motion,,
SN006386,turn something over and over again,vavereverete_ni,,,,,,
SN006387,use something for turning (something) over,vavereverete_ni,,,,unclassified,,
SN006388,spy; peep,vaveveesi,,,,perception,,
SN006389,late,vavigisi,,,,time,,
SN006390,whistle,vavihoka,,,,sound,,
SN006391,wave; be flapping in the air,vavikiviki,,,,motion,,
SN006392,brother of a woman; sister of a man; sibling of the opposite sex,vavina,,,,kinship,,
SN006393,(following <tom> 'DYAD') brother and sister,vavinana,,,,kinship,,
SN006394,my brother (said by a woman); my sister (said by a man),vavinanaa,,,,kinship,,
SN006395,gather (in a group),vaviravira,,,,groups & collections,,
SN006396,acting like young boys or men,vavisovisoasi,,,,unclassified,,
SN006397,buy something; purchase something,vavonvon_1,,,,economics,,
SN006398,bride price paying,vavonvon_2,,,,culture,,
SN006399,dress oneself or somebody else with the traditional women's belt,vavovohu,,,,clothing & grooming,,
SN006400,digging into the ground,vavuhu,,,,motion,,
SN006401,dig oneself into the ground (habitually),vavuhuvuhu,,,,motion,,
SN006402,grow close together in a crowd; grow in clumps,vavunavuna,,,79faa86d3972248e33db00033efbce40 ; 9e8d974971894c381e2196b177916ae7,groups & collections,,
SN006403,far away; all the way,vavura,,,837e4acfb40b62756ffd523e17ff79d9,spatial relations,,
SN006404,find each other,vavuravurahe,,,,social interaction,,
SN006405,breathe,vavuriha,,,cd6155186577dd63a009ba883f024b88 ; aa470f5dc461080221e45dd53a9c38eb,body & health,,
SN006406,grow again,vavurun,,,,growth ; plants,,
SN006407,grow again,vavuruvurun,,,,plants ; growth,,
SN006408,bear fruit; bear nuts,vavuvua,,,05386917f7d4fd0675a47e16aa699d96,growth ; plants,,
SN006409,full of fruit or nuts,vavuvuana,,,,plants,,
SN006410,grow many roots,LX000065,,,e27200f76bafda9bb76e1296854f11de,plants ; growth,,
SN006411,particle with unclear meaning,ve_1,,,,grammar,,
SN006412,he; she; it,ve_2,immediateness marker with the 3rd person basic pronoun,,,grammar,,
SN006413,be exhausted by doing something or feel not qualified for a particular work,veana,,,,body & health,,
SN006414,jungle; bush that has not been cleared,veava,,,,environment,,
SN006415,"become exhausted, be too weak to do what one wants to do",veavea,,,,body & health,,
SN006416,be exhausted from,veavea_ni,,,,body & health,,
SN006417,palm fern,vedoro,,,b28d33fb876498ea87b94abaa13f1337,plants,,cycas species
SN006418,particle with unclear meaning,vee_1,,,,grammar,,
SN006419,"he, she, or it",vee_2,third person singular basic pronoun preceded by the proclitic immediateness marker,,,grammar,,
SN006420,Chambered Nautilus,veenoo,,,196d7e1c26e1f85123785299da907719,"animals, shellfish",,Nautilus pompilius; nautilidae
SN006421,"peep, look",veesi,,,,perception,,
SN006422,broom,veeveo_1,,,,house,,
SN006423,village square,veeveo_2,,,,environment,,
SN006424,branch that sprouts from another branch,vehu_1,,,0d72e905ebf9cdd5e7147ab8c5cb6025,plants,,
SN006425,cut off branches that are sprouting from other branches,vehu_2,,,,cutting,,
SN006426,eye socket,vehu_3,,,,body & health,,
SN006427,here,ven_1,,,,grammar,,
SN006428,like this,ven_2,,,,comparison,,
SN006429,here,ven_3,,,,spatial relations,,
SN006430,here,venei_1,,,,spatial relations,,
SN006431,(after verbs of communication) that; as follows,venei_2,,,,grammar,,
SN006432,be weak,venevene,,,,body & health,,
SN006433,(of crabs) change the shell,venuta,,,,"animals, unclassified",,
SN006434,catch turtles with nets,veo_goroto,,,79e67cd15d3a1162dcbad1518a8a9ae1,fishing,,
SN006435,village square,veoveo,,,,environment,,
SN006436,spread something apart; open something widely,veraha,,,0dfc29079cc3e2f43e36ed9eb8c203b5,unclassified,,
SN006437,kind of shark,veraka_1,,,73f2aad7aa3df3d86bf0eb7996b49762,"animals, fishes",,
SN006438,ripe breadfruit,veraka_2,,,,plants ; food & drink,,
SN006439,wild banana,veresun,,,79f5d13b78fc3c07dfee16ef8887b80c ; b97cc9d5434d1a0fc32578cdf2d9e1cc,plants,,musa species
SN006440,"turn something over, turn something upside down",verete,,,,unclassified,,
SN006441,stir something (food),verete,,,,food & drink,,
SN006442,translate something into (a language),verete,,,,communication,,
SN006443,translate,verete_koara,,,,communication,,
SN006444,mix something together with something else,LX000066,,,,food & drink,,
SN006445,change something into something else,verete_vo,,,,unclassified,,
SN006446,translate something into (a language),verete_vo,,,,,,
SN006447,turn something over many times,vereverete,,,,unclassified,,
SN006448,distort what has been said before,vereverete_sue,Note that in the examples the verbal compound functions as the head of an adjectival phrase.,,,communication,,
SN006449,dried leaves; wilted,veve,,,808e3fd26afa18c601faca44282a3b05,plants,,
SN006450,search for lice,veve_usu,,,,body & health,,
SN006451,search someone's head for lice,veve_usu_ki,,,,body & health,,
SN006452,broom,veveo_1,,,0cdefe4777b0378a8cf85308d5bc6830,tools & weapons,,
SN006453,sweep something (rubbish),veveo_2,,,beb6001cd69f2282886c0a65aaf8487c,unclassified,,
SN006454,orchid growing in the midst of taro and herbal gardens,viagi,,,737d2a8e3e8c51a0c8a15ba85d8efa31 ; 8a30bd1bdd507f2fb9031e7468f4e2fb,plants,,dendrobium species
SN006455,Great Green Turban,viagoo,,,d59a849ec84981198c32f468820e9d22,"animals, shellfish",,
SN006456,a shrub,viakono,,,be704af6d8319945ed86490d6d5819dc ; 2eeae5319167733fa6b44695e9b7259f,plants,,
SN006457,be selective; select or choose somebody or something,viana,,,,unclassified,,
SN006458,late,vigisi,,,,time,,
SN006459,spiral around something (i.e. of a plant when growing around a tree),vigo,,,,growth,,
SN006460,spiral around something,vigo_ni,,,c1fae3f6249a7474f5757ec1c9c4326c,growth,,
SN006461,striped sea snake,vigogiri,,,4baf40ed7166c5d99b83a7d6db59fbe2,"animals, reptiles",,Hydrophiinae
SN006462,build something (a house) with something,vigu,,,,house,,
SN006463,use something for house building,vigu_inu_ni,,,008bb83429bc00cb087d2e0c9cb8700d,house,,
SN006464,use something for building,vigu_ni,,,,house,,
SN006465,build habitually houses,viguvigu,,,,house,,
SN006466,use something for house building,viguvigu_inu_ni,,,96146ee3dd118733c971086a259aa1f7,house,,
SN006467,stop; quit doing something,vihau,,,,unclassified,,
SN006468,tail,vihi,,,42b5d2646d286a44dc2510c1ad63e404 ; 43acb964002a32f7c4697bc805752962 ; 6015b28d6d2ac6c9fb0a93bb703430b9,body & health,,
SN006469,kind of surgeonfish,vihiasi,,,c609de72c0b69109cafb00be6b55eeb1,"animals, fishes",,Acanthuridae
SN006470,(of pain) sting,vihii,,,,body & health,,
SN006471,infertile,vihira,,,,body & health,,
SN006472,jellyfish,vihivihii,,,,"animals, unclassified",,coelenterate
SN006473,flying fox,vihoko,,,e1181cebb48fa848ce5debc822b79c6e,"animals, mammals",,
SN006474,remove; take something off (something),vihu,,,,removal,,
SN006475,part of the vaasipoana ceremony in which the child's name is replaced with a new clan name,vihu_hena,,,,culture,,
SN006476,take something off something,vihu_kahi,"Note that in the example, which is the only example, the source is expressed by the Locative Phrase <varavaravae> without an article.",,,removal,,
SN006477,remove parts of a whole; take one thing after another away,vihuvihu,,,b35aaf71bec3e14e32a60e553d65755b,removal,,
SN006478,"stick somebody, something or oneself (in the ground)",vii_vatopo_ni,"Reflexivity can be expressed by transitive VCs without an explicit object. Put differently, the object of the transtive VC is a zero argument. Zero arguments are common in Teop.",,,motion,,
SN006479,stab something into the ground,vii_vavuhu,,,,transfer,,
SN006480,invite someone; send an invitation to someone,viibuhu_1,,,,culture,,
SN006481,invitation (the traditional invitation is always accompanied by food stuff or betel nuts),viibuhu_2,,,,culture,,
SN006482,kind of sugar cane,viinagana,,,,food & drink,,
SN006483,wild edible yam,viipana,,,181a912f4de7b46a7e3b54303ce912ef,plants,,dioscorea species
SN006484,painkiller,viipeha,,,,body & health,,
SN006485,purchase a pig with shell money,viipiri,,,,economics,,
SN006486,cut parts off a whole,viivihu,,,,cutting,,
SN006487,weave mats,viivin,,,,house,,
SN006488,vigorously,viivira,,,,unclassified,,
SN006489,throw a hand in the air,viki,,,,body & health ; motion,,
SN006490,sprinkle some liquid,viki,,,,transfer,,
SN006491,fling something high up,viki_hiava_ni,,,0b18eab046809db90faae2f063eb956d,transfer,,
SN006492,shake something,viki_ni,,,db36010cc1fb246d63d04719b28c1cb5,motion,,
SN006493,wave something,vikiviki_ni,,,,motion,,
SN006494,"plait something (baskets, mats)",vin,,,8e66278023c887a6b9718cdb75f0a413 ; 14fb2f1ffee0b4405cb31ef736bf5df8,containers ; house,,
SN006495,use something for plaiting baskets,vin_hoi_ni,,,c971a4cc10b60a84a635f121feeef687 ; 683b87cf43663d0737ca02ddf570beec,unclassified ; tools & weapons,,
SN006496,weave mats,vin_maata,,,8e66278023c887a6b9718cdb75f0a413 ; 14fb2f1ffee0b4405cb31ef736bf5df8,house,,
SN006497,use something for plaiting or weaving something,vin_ni,,,,house,,
SN006498,use something for weaving mats,vin_vonaha_ni,,,984f88fe3222951b4ff54970d44ede73,house,,
SN006499,kind of sugar cane,vinagana,,,,food & drink ; plants,,
SN006500,bastard,vinaoko,,,,persons,,
SN006501,year,vinu,,,,time,,
SN006502,twist a string,vinugu,,,,tools & weapons,,
SN006503,weave; plait,vinvin,,,,unclassified,,
SN006504,wild betelnut palm,vioga,,,3745ffaa812c31362f24f344ac9d3847 ; c0ad06ca3af8486a21a286cb2818588a,plants,,areca catechu
SN006505,really; actually,vira_1,<vira1> may actually be the same word as <vira2>. Note that in all the examples below it occurs in negative clauses.,,,unclassified,,
SN006506,a lot; plenty; much; very; thoroughly,vira_2,,,,quantification,,
SN006507,throw (the fishing net); drop (the fishing net),vira_ni,,,,fishing,,
SN006508,a lot; plenty; very,viravira,,,,quantification,,
SN006509,roll something up; wind a string around something,viru,,,9159adb1e4ce73fc084f81c1680e8d6a ; ebcc07b718b8c36d97167f186a4949a4,unclassified,,
SN006510,twist a string around something,viru_ni,,,,unclassified,,
SN006511,hum something; play a tune (with a flute); hiss something,visi,,,,sound,,
SN006512,play the tune for a dance regularly,visivisi,,,,culture,,
SN006513,young boy; young man,visoasi_1,,,,persons,,
SN006514,young,visoasi_2,,,,unclassified,,
SN006515,young boys; young men,visovisoasi,,,,persons,,
SN006516,wild sugarcane which grows along the riverbanks,vito,,,3a6f638d7d0c10466d84600d100e62ac,plants,,saccharum sp.
SN006517,edible wild yam with long tubers,vitoon,,,5042802104701ec31e96c4db6d209bce,food & drink ; plants,,dioscorea species
