ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Corpus_Reference,Sense_IDs
XV009382,tio,Viru ni teo hihiana.,,,Twist (the string) around the net needle.,,,Naph 04W 033,SN006510
XV009383,tio,Paa baitono vakavarau bono aheahe mena visi bata vonaen.,,,(He) had listened to the song and was humming it like this.,,,Tah 05E(Joy) 042,SN006511
XV009384,tio,"Rerau mepaa visi koa ki bona meha, ...",,,"And then he hissed to one of the other (rats), ...",,,Val 01E(Eno) 044,SN006511
XV009385,tio,A hena na otei vai to visivisi batana bono piuvu e Tiuvate.,,,The name of this boy who plays the tune for the piuvu dance is Tiuvate.,,,SiiSen 01W 852,SN006512
XV009386,tio,Teebona na poopopo nana a visoasi vai ei.,,,There this young man lives.,,,Tah 03R 016,SN006513
XV009387,tio,"Ei tenam a ta Teapu, ahiki ta visoas tenam to hovo roho bona puana vai.",,,"As for us Teop people here, none of our young boys had entered this war.",,,Mah 13E(Eno) 345,SN006513
XV009388,tio,"O iaa, bero o visoasi to rake nom anaa.",,,"Mum, there are many young boys who want to marry me.",,,Sii 07W 029,SN006513
XV009389,tio,A inu bona a inu teo manae ge tea kan visoas koa.,,,This house is a house only for boys or young men.,,,Eno 06W 002,SN006513
XV009390,tio,O kan visovisoasi vaarii na tagusi nao tahii tea vagana.,,,These groups of young boys all left to go to the sea to fish.,,,SiiSen 01W 854,SN006515
XV009391,tio,A vito na sun batari tea rapana maa ruene. Na sun batana mee tea maa hum vai to tovuhu nana.,,,The wild sugar cane stands along the riverbanks. It also stands in places that are cold.,,,Sii 31W 092-093,SN006516
XV009392,tio,O vitoon na mataa nana tea kovata bara tea nahu. Vitoon a tabaan a mataa.,,,Wild yams are good for roasting and cooking in a pot. Wild yams are good food.,,,SiiSen 01W 858,SN006517
XV009393,tio,Neba nio vitoon en rau ore abe teo nosui vaa rau.,,,Plant the wild yams there so that they creep onto the big tree there.,,,SiiSen 01W 388,SN006517
XV009394,tio,O sinoo koa bara o tae ae o vivi koa to saka an haa raara.,,,"Only the bones, the anus and the bladder we don't eat. (i.e. of the",,,Sii 48W 030,SN006518
XV009395,tio,Eara repaa viviana koa amaa aba vai amaa mahaka mi bona takinima.,,,Then we choose the dry ones for the wall.,,,Sii 31W 047,SN006519
XV009396,tio,Eara na mosi viviana bata koara a koopu vai to mahaka nana.,,,We only cut selected bamboos that are dry.,,,Aro Sha Joy 01W 069,SN006519
XV009397,tio,"O vivihii na teitei nana tahii. Vivihii na pokaa komana nana bona hena nae. Tabae a iana bona a vivihii. Be ato ri bono beiko bara a aba vai mee a beera, a kamis nae a beera sana.",,,"The stinger (jellyfish) lives in the sea. The stinger (jellyfish) tells its name. Because this sea creature is a stinger. When it touches the children and also an adult, his pain is very big.",,,Eno 11W 258-261,SN006520
XV009398,tio,Ean toro dee mae vo vaan.,,,You must bring it here to the village.,,,Sta 01E(Eno) 033,SN006521
XV009399,tio,... mea bua tom keara paa nao vo tea meha vaan.,,,"(When the giant had died,) the two sisters went to another village.",,,Skae 02W 142,SN006521
XV009400,tio,"Pasi tii koa vo nom enei, samin sisibu haana, ...",,,"(It) must be just like this, (she) should never bathe, ...",,,Iar 02RG 228,SN006522
XV009401,tio,"ore paa mosi suku maa bari bona, to tara vo nana o naono,",,,"so that they cut it as he wants it (lit. following him), whatever the tree looks like,",,,Tah 02R 026-027,SN006522
XV009402,tio,Enaa sa paa sue haa vuru vo naen rau.,,,I didn’t tell you that.,,,Aro 02E(Eno) 041,SN006523
XV009403,tio,"""... Amaa taba bona, beam kahi konakona,"" a sue teve na boha vo naen, ""eam kahi na sikuuru nom Kekesu. A bero a maamihu taba to kahi vaasusu ni vuam.""",,,"""... These things, when you have learned (them),"" this was what he has said, ""you will continue school in Kekesu. There are many things of all kinds that you will learn.""",,,Nan 01R 031-032,SN006524
XV009404,tio,"... me - a sue na paku vo naen, ""Nam sa min sue haa nomen Teopasuna tea masi.""",,,"... and - the message is like this, ""We must not say anything at Teopasuna at the reef.""",,,Pur 02R 089,SN006524
XV009405,tio,"Eara he toro paku vo sau, a taem he na tapau roho.",,,"What shall we do, time has changed.",,,Pur 01R/Sao) 115,SN006526
XV009406,tio,a abana o bebeera to nao vo teebona,,,it was the adults who went there,,,Pur 01R(Pur) 126,SN006527
XV009407,tio,"Eam he rosin meam paa rosin vosau, na sue kameam toro rosin voam?",,,"When you fled, where did you flee, did (they) tell you where to flee? (lit. did (they) tell you (what) you should flee to?)",,,Eno Aro 01E 016,SN006529 ; SN006589
XV009408,tio,"Voata. O naono o beera sana. A kapa nae a kakaavoo. Be beera, ore paa antee bona buaku saavun a ato. Amaa meha na oha vakis nana bona buaku saavun taonim a ato. O naono vai na paku raara bono sinivi bara o potee. Be taporohi o naovana repaa nao rori tea toka tea peana nae tea gaga.",,,"Voata. A big tree. Its bark is white. When it becomes big, it reaches a height of 20 metres. Some even exceed 25 metres. This tree is used for making the indigenous canoe and the potee (the Solomon Islands type of canoe). When it blossoms, the birds go there to sit on its branches and drink.",,,Sii 31W 095-101,SN006530
XV009409,tio,"O voata o naono o beera. Beve pura hiava, a gigina teve na antee nana bona 20 metre. Beve buiri o subiri bara o sipirito repaa kao bari.",,,"The voata is a big tree. When it grows up, its height reaches 20 metres. When it blooms, the Cardinal Lory and Solomon's Flowerpecker go there.",,,Joy 19W 173-175,SN006530
XV009410,tio,"Eam to nao bata nom Rabaul, nomaa voen, ...",,,"You who are going to Rabaul, come here, (we'll check all your things!)",,,Pur 02E(Eno) 090,SN006532
XV009411,tio,"Nam na rake nom ore nomaa voen Tinputz ei, ...",,,"We want it to come to Tinputz here, ...",,,Vos 01R(Vos) 283,SN006532
XV009412,tio,"enaa pasi vaasun voen, ean kahi hua ohau, ...",,,"I'll make (it) stand like this, you paddle past (me), ...",,,Sii 06RG 225,SN006533
XV009413,tio,Meo vahutate paa kavara koa voen.,,,And the story ends just like this.,,,Iar 02E(Eno) 088,SN006533
XV009414,tio,"E Bakubaku he baitono voen, mepaa sue, ...",,,"When Shark heard this, he said. ...",,,Ter 01E(Eno) 085-086,SN006534
XV009415,tio,"Tei vai, mea moon paa tara voen, a vaan vai na bero rakaha ni nana bona kehaa pakupaku kuriri.",,,"Staying there now, the woman saw that this village had many shells used for making shell money.",,,Sta 01E(Eno) 043-045,SN006534
XV009416,tio,"Enam tei nom rasuu ei Teapu, e paapai vaa Tearaka he baitono voen, e tetee na kamisi nana.",,,"We stayed in the bush here in Teop, when my uncle in Tearaka heard that my father was ill.",,,Mor 01E(Joy) 030-031,SN006534
XV009417,tio,"Meara voosu vaevuru ei, ean toro hee amanaa ta vohe.",,,"We are already coming home now, you must give me a paddle.",,,Vae 01R 160,SN006536
XV009418,tio,"Ahiki, a sii peha koa sii vohe, hihio bata nom, enaa re hua bata koa.",,,"No, there is only one paddle, remain seated while I am just paddling along.",,,Vae 01R 161,SN006536
XV009419,tio,"Enam na vaavihi vasiihum, enam he tea vaavon bata amaa voovohu to kahi no vohu ni nom nam Holy Land.",,,"We walked around a bit, buying some clothes that we would wear in the Holy Land.",,,Sii Eno 01W 175-176,SN006538 ; SN006577
XV009420,tio,"Vohu koa ni roho o kara uris, o ravarava tean ore goe bata ta tarigaha.",,,Wear the banana-sheath rope (as a belt) so that your sarong does not open (and fall down).,,,SiiSen 03W 293,SN006538
XV009421,tio,"a voi, kasi maa a voi,",,,"the yam, dig out the yam,",,,Iar 02RG 146,SN006539
XV009422,tio,teo hum voi,,,over there (lit. in that place there),,,Mor 01R 759,SN006540
XV009423,tio,enam voosu vaha vai vomaen Teapu.,,,we came back home here to Teop.,,,Sia 01E(Joy) 195,SN006541
XV009424,tio,"me paa boha vomaen, ""A vaan tenaa pahi kou!""",,,"and (he) said, ""(It's) my home though!""",,,Val 02R 070-071,SN006542
XV009425,tio,Ere tamene Siimaa he baitono kaveru koa vomaen a Siapani kahi asun anomanam meori paa nomaa meori paa ma mee amanam.,,,"Siimaa's father and his companions secretly overheard that the Japanese would kill us, they would come and take us (somewhere).",,,Eno Aro 01E 057,SN006542
XV009426,tio,Nomana a kuhi na von riori tea sitoa.,,,Today the grater is sold in the stors. (lit. Today they buy the grater in the store.),,,Joy 17W 080,SN006543
XV009427,tio,Nam na paku nom a kiu tean beori von ama maa nom anam.,,,We are doing your work as long as they pay us.,,,Pur 01R(Pur) 646-647,SN006544
XV009428,tio,"Bara, kao, kao von teo pusu naono vaoi.",,,"Alright, go, go to that tree stump over there.",,,Vae 01R 286,SN006546
XV009429,tio,"enam re hiava von British Solomon Island,",,,then we went up there to the British Salomon Islands.,,,Mor 01R 307,SN006546
XV009430,tio,"Rerau, ore paa beera, ore paa vahio, ean von kie bona moon.",,,"And then when he grows up, and when he gets married, you pay for him (the bride price of) the woman.",,,Kae 03R(Kae) 250,SN006547
XV009431,tio,mataa nana pasi von kiu bene amarao,,,"that is alright, (they) will pay for the guardian.",,,Bua 01R(Bua) 106,SN006547
XV009432,tio,Eori na von ni rori bono ten kina.,,,They pay ten kina.,,,Sii 03R 236,SN006548
XV009433,tio,A kiu tenaa koa tea murina sukusuku e tetee be nao bata vona tea maa hum to nao bata vo nae.,,,My work was to follow Dad wherever he went (lit. when he went to the places where he went),,,Pur 01E(Joy) 006-007,SN006550
XV009434,tio,Havee to kahi rake vaavaha vona a taba a mate!,,,How could a dead thing want to drink!,,,Aro 02R 062,SN006551
XV009435,tio,a peha iana nao vonaen,,,one fish goes here,,,Sii 06RG 304,SN006553
XV009436,tio,A meha ta vahutate na paku vonaen.,,,Another story is like this.,,,San 02R 001,SN006554
XV009437,tio,"Evehee na toku vonaen, e mutanae paa vamurina vaha nau",,,But he did not know that his wife had followed (him),,,Aro 11E(Eno) 035-036,SN006555
XV009438,tio,"meori paa boha vonaen, ""O sinivi tean, ...""",,,"and they said, ""Your canoe, ...""",,,Sii 06RG 302,SN006556
XV009439,tio,O kaku vagana bona he paku vonai ...,,,This kind of fishing goes like this ...,,,Eno 14W 003,SN006558
XV009440,tio,Eara na voni rara a koopu vahiava mene paku bono takinima na maa inu teara.,,,We buy the koopu bamboo from the mountains to make the walls of our houses.,,,Sii 40W 040,SN006559
XV009441,tio,beam voni maa nom anam,,,if you pay us,,,Pur 01E(Joy) 207,SN006560
XV009442,tio,"A voni tenaa, enaa he President nom, o six dollars.",,,My pay when I was president was six dollars.,,,Pur 01E(Joy) 217,SN006561
XV009443,tio,"Evehee, a beiko na vonihi ni ta sii too noasinae, ha?",,,"But the child denied that she had any relative, ha?",,,Vos 02R(Vos) 090,SN006562
XV009444,tio,"Horai: Enaa na kona vonomen ean a sii moon beera roho, ...",,,"Enoch: I know that you have been a chiefly woman, ...",,,Eno AroE(Eno) 002,SN006564
XV009445,tio,"enaa na upehe vonomen, ean toro nao",,,"I think, you should go",,,Pur 01E(Joy) 089,SN006564
XV009446,tio,"Enaa he kahi sue vonomen, nomana mee, ...",,,I would say that today too ...,,,Nan 03R 170-171,SN006564
XV009447,tio,enaa na toku nom e teiee to vonvon ri bari,,,I don´t know who paid them,,,Sii 01R(Sii) 151,SN006565
XV009448,tio,na vonvon bata o army.,,,"(For this work he got money,) the army paid (him).",,,Sia 01E(Joy) 193,SN006565
XV009449,tio,"eove to sinana ni nana bona rivuhu, taba vai to vonvon moon bata ni raara.",,,"it is she (the woman) who mothers the traditional valuables, the thing we pay (the bride price of) the women with.",,,Vos 01R(Vos) 199,SN006566
XV009450,tio,"Me, eori, eori abana bari vori, na vonvon ni bono twenty - five kina ...",,,And these people (the employees) paid 25 kina ...,,,Sii 03R 244,SN006566
XV009451,tio,o sinivi vai o voon,,,this canoe is new.,,,San 02R 068,SN006567
XV009452,tio,Taneo koa maa o siisia vai he o voon no suguna nao.,,,But these only progressed further when new teachers arrived.,,,Rum 01R 168,SN006567
XV009453,tio,"Ore paa voonihi, ""Enaa hiki ta ruene.""",,,"(Then their father said, ""Go and tell your grandmother that you want some water, or go and first ask your grandmother whether she has some water?"") Then she denied, ""I don't have any water.""",,,Aro 01R 015-016,SN006568
XV009454,tio,Me nam paa hiava tea voora.,,,And we went up to the mountains.,,,Iar 01R 061,SN006569
XV009455,tio,"papana bari voori kou to paa koara kiri ori,",,,"these people to whom they will speak,",,,Daa 01R 116,SN006570
XV009456,tio,eori a papana bari voori to kahi ma von vori bona moon vai ei.,,,they are these particular people who will come and pay the bride price for this girl.,,,Daa 01R 117,SN006570 ; SN006583
XV009457,tio,"... are paa vagana maa, are paa voosu maa.",,,... then we fish (and) then we return home.,,,Sii 06RG 163,SN006571
XV009458,tio,"Hua voosu vai a otei, paa voosu vahau vaan.",,,"Paddled home, the man, went back home to the village.",,,Tah 05R 064-065,SN006573
XV009459,tio,"Benam voosu vaha maa, eam paa tatana maa, eam ma gogi a sinivi iana.",,,"When we (men) come back home again, you (women) will meet us, you will come (and) celebrate the canoes (full of) fish.",,,Sii 06RG 290-293,SN006574
XV009460,tio,"Paku bono sikiri, a moon teve voosu vamurina nao,",,,"(Her husband went back home and prepared his sikiri (a spear for fishing).) (He) prepared his spear, his wife came back home after him,",,,Ata 01R 046,SN006575
XV009461,tio,"Kavara na aba to rosin tagihu. E roosuu voosu vamurina vai nao, ...",,,"All the people fled into the bush. The giant went home behind (them), (but could not find anyone, and got angry,)",,,Sii 06E(Joy) 274-275,SN006575
XV009462,tio,Meori paa avaava bona maa voovohu tenam.,,,And they searched our clothes with their hands.,,,Mah 13E(Eno) 052,SN006577
XV009463,tio,O maavu vai vorana koa maana tea masi.,,,The stone heap is piled up on the reef.,,,SiiSen 01W 314,SN006579
XV009464,tio,Goe ta vori.,,,Don't complain.,,,SiiSen 03W 294,SN006580
XV009465,tio,"Eori o tobara aba bari vori, o manae; amaa manae moon, amaa manae otei?",,,"Them, these young people; the young men and the young women?",,,Rum 01R 432,SN006581
XV009466,tio,"Me, eori abana bari vori to vavataviri.",,,It is these people who travelled around a lot.,,,Sii 03R 221,SN006581
XV009467,tio,Havee to nao vori?,,,Where are they going? (lit. Where (is it) that they are going to?),,,fieldnotes 090,SN006582
XV009468,tio,Havee to paa varavihi vori?,,,Where did they hide?,,,SiiSen 01W 797,SN006582
XV009469,tio,"Eori mee na paku hai vorien, na kaakaku maari bona pea naono mene paku hai teori, ...",,,"They (the eagles) also make nests like this: they break off the branches for making their nests, ...",,,Sii 37W 030-031,SN006585
XV009470,tio,Eori he sa kona haa vorien e Materua a anan aba.,,,But they did not know that Materua was a man eater. (lit. They did not know like this: Materua ...),,,Aro 05R 026,SN006586
XV009471,tio,"O dokta na sue vorien, ""Kikira vamataa amaa tabaan team!""",,,"The doctors say, ""Take care of your food!""",,,Sii 33W 116-117,SN006586
XV009472,tio,"Na boha vorien, eve kou a paree rau, to hio maa teo kasuana, a pehura vai to tiitii nana teo kasuana.",,,"They say, it is the paree demon that is sitting in the ground, this termite that is staying in the ground.",,,Mor 03R 182-184,SN006586
XV009473,tio,Meam paa rosin vosau?,,,Where did you flee to?,,,Tav 01R 547,SN006589
XV009474,tio,Evehee enaa toro paku vosau?,,,But what could I do?,,,Mah 13E(Eno) 377,SN006590
XV009475,tio,... meam paa paku vosau?,,,"(When the Civil War broke out in Bougainville in 1989,) what did you do?",,,Mor 01R 544,SN006590
XV009476,tio,Meori paa avaava bona maa vovoohu tenam.,,,And they searched our clothes with their hands.,,,Mah 13E(Eno) 052,SN006591
XV009477,tio,"amaa tavaan he vovoosu rosin vai,",,,but the people fled home now.,,,Sii 06RG 449,SN006592
XV009478,tio,"Tabae, enaa na vovoosu maa tea bua aba, ...",,,"Because, I used to come home (and visit) these two; ...",,,Mor 01R 797,SN006592
XV009479,tio,"Enaa na rakerake vo nomen, ...",,,"I want it this way, (if they speak their - our language, they must speak it correctly, ok?)",,,Pur 02R(Pur) 320,SN006593
XV009480,tio,"Enaa mee na moramora bata vo maa nomen, enaa paa tara mau a vaan ...",,,I was also happy that I had seen the place ...,,,Sii Eno 01W 379,SN006593
